,Unnamed: 0,sensitivity,specificity,inv_frac,delay_samples,decay_part
1269,1269,0.8281353682813537,0.289787798408488,5.5,250,300
575,575,0.814200398142004,0.289787798408488,7.0,225,140
1015,1015,0.8214996682149966,0.2904509283819628,6.0,250,240
322,322,0.7624419376244194,0.2904509283819628,8.0,100,60
525,525,0.7777040477770405,0.2911140583554377,7.5,50,100
338,338,0.7856668878566688,0.2917771883289125,7.5,250,80
1254,1254,0.7929661579296616,0.2917771883289125,6.5,75,220
67,67,0.761114797611148,0.2917771883289125,8.0,75,20
829,829,0.8268082282680823,0.2924403183023872,6.5,225,200
1474,1474,0.7989382879893829,0.2950928381962864,6.0,50,260
627,627,0.7199734571997346,0.2950928381962864,7.5,25,120
1610,1610,0.7903118779031187,0.2950928381962864,6.0,75,280
1542,1542,0.7843397478433974,0.2957559681697613,6.0,150,260
1032,1032,0.7843397478433974,0.2957559681697613,6.0,150,260
135,135,0.7850033178500332,0.2964190981432361,8.0,200,40
915,915,0.7730590577305906,0.2970822281167108,7.0,100,160
949,949,0.774386197743862,0.2970822281167108,7.0,150,160
609,609,0.774386197743862,0.2970822281167108,7.0,150,160
321,321,0.8055739880557399,0.2970822281167108,7.5,225,80
372,372,0.7637690776376908,0.2984084880636605,7.5,175,100
983,983,0.7219641672196416,0.2990716180371353,7.0,25,180
288,288,0.7684140676841407,0.29973474801061,8.0,50,60
271,271,0.7040477770404777,0.29973474801061,8.0,25,60
880,880,0.7730590577305906,0.3003978779840849,6.5,175,220
33,33,0.7498341074983411,0.3017241379310345,8.0,175,20
592,592,0.7903118779031187,0.3023872679045092,7.0,250,140
186,186,0.7498341074983411,0.3030503978779841,8.0,75,40
576,576,0.7524883875248839,0.3030503978779841,7.5,125,100
881,881,0.7710683477106834,0.3043766578249336,7.0,50,160
812,812,0.807564698075647,0.3050397877984085,6.5,200,200
932,932,0.7604512276045122,0.3057029177718833,7.0,125,160
389,389,0.7816854678168547,0.3070291777188328,7.5,200,100
101,101,0.7445255474452555,0.3070291777188328,8.0,125,20
712,712,0.7584605175846052,0.3076923076923077,7.5,150,120
440,440,0.7584605175846052,0.3076923076923077,7.5,150,120
1271,1271,0.7717319177173192,0.3083554376657825,6.5,100,220
1339,1339,0.7113470471134705,0.3096816976127321,6.5,25,240
1083,1083,0.8287989382879893,0.3110079575596817,6.0,225,260
1288,1288,0.7591240875912408,0.3110079575596817,6.5,125,220
1017,1017,0.7591240875912408,0.3116710875331565,7.0,75,180
1644,1644,0.7591240875912408,0.3116710875331565,6.0,125,280
846,846,0.7929661579296616,0.3123342175066313,6.5,250,200
67,67,0.7823490378234904,0.3123342175066313,8.0,225,20
118,118,0.7378898473788985,0.3123342175066313,8.0,175,40
169,169,0.7670869276708693,0.3123342175066313,8.0,250,40
661,661,0.7558062375580624,0.3129973474801061,7.5,75,120
1134,1134,0.7783676177836761,0.3136604774535809,6.0,175,280
457,457,0.7405441274054413,0.3143236074270557,7.5,175,120
1237,1237,0.7650962176509621,0.3143236074270557,6.5,50,220
678,678,0.7564698075646981,0.3149867374005305,7.5,100,120
711,711,0.7438619774386198,0.3169761273209549,7.0,175,180
305,305,0.7385534173855341,0.3176392572944297,8.0,75,60
746,746,0.694757796947578,0.3176392572944297,7.5,25,140
390,390,0.6874585268745853,0.3189655172413793,8.0,25,80
423,423,0.7670869276708693,0.3189655172413793,7.5,250,100
271,271,0.7425348374253484,0.3189655172413793,8.0,150,80
644,644,0.7571333775713338,0.3189655172413793,7.5,50,120
475,475,0.7425348374253484,0.3189655172413793,8.0,150,80
406,406,0.787657597876576,0.3196286472148541,7.5,225,100
660,660,0.7956204379562044,0.3196286472148541,7.0,225,160
220,220,0.7339084273390842,0.3202917771883289,8.0,125,40
863,863,0.7577969475779694,0.3216180371352785,6.5,150,220
1305,1305,0.7577969475779694,0.3216180371352785,6.5,150,220
1102,1102,0.696748506967485,0.3229442970822281,7.0,25,200
1627,1627,0.7670869276708693,0.3236074270557029,6.0,100,280
1066,1066,0.8108825481088254,0.3236074270557029,6.0,200,260
203,203,0.7292634372926343,0.3236074270557029,8.0,175,60
643,643,0.7843397478433974,0.3242705570291777,7.0,200,160
441,441,0.7398805573988055,0.3242705570291777,8.0,100,80
220,220,0.7604512276045122,0.3269230769230769,8.0,200,60
1100,1100,0.7956204379562044,0.3269230769230769,6.0,250,260
1034,1034,0.7511612475116125,0.3282493368700265,7.0,100,180
339,339,0.7246184472461845,0.3295755968169761,8.0,125,60
695,695,0.7398805573988055,0.3295755968169761,7.5,125,120
1051,1051,0.7418712674187127,0.3302387267904509,7.0,125,180
1695,1695,0.7033842070338421,0.3302387267904509,6.0,25,300
1373,1373,0.7644326476443265,0.3302387267904509,6.5,75,240
1000,1000,0.7518248175182481,0.3315649867374005,7.0,50,180
407,407,0.7412076974120769,0.3315649867374005,8.0,50,80
914,914,0.8062375580623756,0.3315649867374005,6.5,225,220
152,152,0.7717319177173192,0.3315649867374005,8.0,225,40
1068,1068,0.7438619774386198,0.3322281167108753,7.0,150,180
694,694,0.7438619774386198,0.3322281167108753,7.0,150,180
525,525,0.7339084273390842,0.3335543766578249,7.5,150,140
831,831,0.7339084273390842,0.3335543766578249,7.5,150,140
677,677,0.767750497677505,0.3342175066312997,7.0,250,160
254,254,0.7451891174518912,0.3348806366047745,8.0,250,60
965,965,0.7491705374917054,0.3348806366047745,6.5,175,240
288,288,0.7113470471134705,0.3348806366047745,8.0,175,80
1593,1593,0.7597876575978766,0.3355437665782493,6.0,50,280
1661,1661,0.7571333775713338,0.3362068965517241,6.0,150,280
1117,1117,0.7571333775713338,0.3362068965517241,6.0,150,280
542,542,0.7219641672196416,0.3368700265251989,7.5,175,140
491,491,0.7704047777040478,0.3381962864721485,7.5,225,120
865,865,0.6695421366954214,0.3388594164456233,7.5,25,160
509,509,0.6741871267418713,0.3388594164456233,8.0,25,100
474,474,0.7637690776376908,0.3395225464190981,7.5,200,120
424,424,0.7252820172528202,0.3401856763925729,8.0,75,80
780,780,0.7378898473788985,0.3401856763925729,7.5,75,140
1729,1729,0.7518248175182481,0.3408488063660477,6.0,75,300
763,763,0.7358991373589914,0.3421750663129973,7.5,50,140
797,797,0.7299270072992701,0.3428381962864721,7.5,100,140
1407,1407,0.73457199734572,0.3435013262599469,6.5,125,240
1136,1136,0.7352355673523556,0.3441644562334217,7.0,75,200
796,796,0.721300597213006,0.3448275862068966,7.0,175,200
594,594,0.7219641672196416,0.3454907161803713,8.0,150,100
356,356,0.7219641672196416,0.3454907161803713,8.0,150,100
897,897,0.783012607830126,0.3454907161803713,6.5,200,220
745,745,0.7770404777704047,0.3468169761273209,7.0,225,180
508,508,0.7511612475116125,0.3474801061007957,7.5,250,120
1168,1168,0.7982747179827472,0.3481432360742705,6.0,225,280
1458,1458,0.6867949568679496,0.3488063660477453,6.5,25,260
237,237,0.7617783676177837,0.3514588859416445,8.0,225,60
305,305,0.7405441274054413,0.3521220159151194,8.0,200,80
560,560,0.7153284671532847,0.3527851458885941,8.0,100,100
458,458,0.7067020570670206,0.3534482758620689,8.0,125,80
1424,1424,0.7372262773722628,0.3541114058355438,6.5,150,240
1390,1390,0.7365627073656271,0.3541114058355438,6.5,100,240
948,948,0.7372262773722628,0.3541114058355438,6.5,150,240
373,373,0.7020570670205707,0.3547745358090186,8.0,175,100
814,814,0.7199734571997346,0.3554376657824933,7.5,125,140
931,931,0.7704047777040478,0.3554376657824933,6.5,250,220
1356,1356,0.73457199734572,0.3561007957559681,6.5,50,240
999,999,0.7737226277372263,0.356763925729443,6.5,225,240
526,526,0.7159920371599203,0.356763925729443,8.0,50,100
1170,1170,0.7159920371599203,0.3580901856763925,7.0,125,200
1492,1492,0.7266091572660915,0.3587533156498674,6.5,75,260
779,779,0.7153284671532847,0.3594164456233422,7.0,150,200
1187,1187,0.7153284671532847,0.3594164456233422,7.0,150,200
728,728,0.7577969475779694,0.3594164456233422,7.0,200,180
628,628,0.6556071665560717,0.3607427055702917,8.0,25,120
1219,1219,0.7425348374253484,0.3614058355437666,6.0,175,300
543,543,0.710019907100199,0.3620689655172414,8.0,75,100
322,322,0.7465162574651626,0.3620689655172414,8.0,225,80
1119,1119,0.7226277372262774,0.3627320954907161,7.0,50,200
576,576,0.7577969475779694,0.3627320954907161,7.5,225,140
627,627,0.6960849369608494,0.3627320954907161,7.5,175,160
1763,1763,0.7339084273390842,0.363395225464191,6.0,125,300
1221,1221,0.6642335766423357,0.3640583554376658,7.0,25,220
899,899,0.7159920371599203,0.3647214854111406,7.5,75,160
339,339,0.7305905773059058,0.3660477453580902,8.0,250,80
1151,1151,0.7816854678168547,0.3673740053050398,6.0,200,280
762,762,0.7425348374253484,0.3693633952254642,7.0,250,180
916,916,0.7007299270072993,0.3693633952254642,7.5,100,160
1185,1185,0.7664233576642335,0.3700265251989389,6.0,250,280
1153,1153,0.7186463171864632,0.3700265251989389,7.0,100,200
1050,1050,0.7173191771731918,0.3720159151193634,6.5,175,260
882,882,0.7053749170537492,0.373342175066313,7.5,50,160
610,610,0.7027206370272063,0.3740053050397878,7.5,150,160
950,950,0.7027206370272063,0.3740053050397878,7.5,150,160
1746,1746,0.7305905773059058,0.3753315649867374,6.0,100,300
984,984,0.6410086264100863,0.3753315649867374,7.5,25,180
441,441,0.6927670869276709,0.3759946949602122,8.0,150,120
577,577,0.694757796947578,0.3759946949602122,8.0,125,100
1255,1255,0.708029197080292,0.3759946949602122,7.0,75,220
713,713,0.6927670869276709,0.3759946949602122,8.0,150,120
662,662,0.6907763769077637,0.3779840848806366,8.0,75,120
458,458,0.6788321167883211,0.3786472148541114,8.0,175,120
1526,1526,0.7060384870603849,0.3786472148541114,6.5,125,260
933,933,0.696748506967485,0.3793103448275862,7.5,125,160
559,559,0.7358991373589914,0.3793103448275862,7.5,200,140
593,593,0.7252820172528202,0.379973474801061,7.5,250,140
390,390,0.7179827471798275,0.379973474801061,8.0,200,100
830,830,0.7504976775049768,0.379973474801061,7.0,225,200
645,645,0.6927670869276709,0.3812997347480106,8.0,50,120
407,407,0.7299270072992701,0.3819628647214854,8.0,225,100
1577,1577,0.6423357664233577,0.3839522546419098,6.5,25,280
881,881,0.6921035169210352,0.3839522546419098,7.0,175,220
679,679,0.694757796947578,0.3859416445623342,8.0,100,120
424,424,0.7113470471134705,0.3872679045092838,8.0,250,100
1712,1712,0.7186463171864632,0.3872679045092838,6.0,50,300
1253,1253,0.7664233576642335,0.3885941644562334,6.0,225,300
1202,1202,0.7292634372926343,0.3892572944297082,6.0,150,300
982,982,0.7465162574651626,0.3892572944297082,6.5,200,240
1780,1780,0.7292634372926343,0.3892572944297082,6.0,150,300
747,747,0.6323822163238222,0.3892572944297082,8.0,25,140
661,661,0.7339084273390842,0.3905835543766578,7.5,225,160
1018,1018,0.6901128069011281,0.3945623342175066,7.5,75,180
696,696,0.6775049767750497,0.3952254641909814,8.0,125,120
712,712,0.66821499668215,0.3958885941644562,7.5,175,180
1509,1509,0.7060384870603849,0.396551724137931,6.5,100,260
1340,1340,0.6277372262773723,0.3972148541114058,7.0,25,240
1289,1289,0.6867949568679496,0.3972148541114058,7.0,125,220
1272,1272,0.6901128069011281,0.3985411140583554,7.0,100,220
1611,1611,0.6934306569343066,0.3985411140583554,6.5,75,280
1016,1016,0.7372262773722628,0.3985411140583554,6.5,250,240
1475,1475,0.7027206370272063,0.3992042440318302,6.5,50,260
864,864,0.6887856668878567,0.399867374005305,7.0,150,220
1306,1306,0.6887856668878567,0.399867374005305,7.0,150,220
1033,1033,0.7053749170537492,0.4018567639257294,6.5,150,260
1543,1543,0.7053749170537492,0.4018567639257294,6.5,150,260
1084,1084,0.7451891174518912,0.4025198938992042,6.5,225,260
1069,1069,0.6728599867285998,0.4025198938992042,7.5,150,180
781,781,0.6708692767086928,0.4025198938992042,8.0,75,140
695,695,0.6728599867285998,0.4025198938992042,7.5,150,180
813,813,0.7272727272727273,0.4025198938992042,7.0,200,200
543,543,0.6582614465826144,0.403183023872679,8.0,175,140
492,492,0.7140013271400133,0.4038461538461538,8.0,225,120
1238,1238,0.6901128069011281,0.406498673740053,7.0,50,220
847,847,0.7179827471798275,0.4071618037135278,7.0,250,200
1135,1135,0.681486396814864,0.4078249336870027,6.5,175,280
1001,1001,0.6755142667551427,0.4078249336870027,7.5,50,180
1052,1052,0.6715328467153284,0.409814323607427,7.5,125,180
1035,1035,0.6721964167219642,0.4104774535809019,7.5,100,180
1103,1103,0.6191108161911082,0.4104774535809019,7.5,25,200
526,526,0.6668878566688786,0.4111405835543766,8.0,150,140
832,832,0.6668878566688786,0.4111405835543766,8.0,150,140
798,798,0.66821499668215,0.4111405835543766,8.0,100,140
1374,1374,0.6781685467816855,0.4118037135278514,7.0,75,240
678,678,0.7060384870603849,0.413129973474801,7.5,250,160
644,644,0.7140013271400133,0.4151193633952255,7.5,200,160
966,966,0.6688785666887856,0.4151193633952255,7.0,175,240
764,764,0.6675514266755143,0.4157824933687002,8.0,50,140
475,475,0.6940942269409422,0.4157824933687002,8.0,200,120
1236,1236,0.7425348374253484,0.4184350132625994,6.0,200,300
815,815,0.6496350364963503,0.4190981432360742,8.0,125,140
915,915,0.7246184472461845,0.4197612732095491,7.0,225,220
866,866,0.6078301260783012,0.4210875331564986,8.0,25,160
1645,1645,0.674850696748507,0.4210875331564986,6.5,125,280
509,509,0.6854678168546782,0.4217506631299735,8.0,250,120
1270,1270,0.73457199734572,0.4230769230769231,6.0,250,300
1137,1137,0.6575978765759788,0.4230769230769231,7.5,75,200
797,797,0.6449900464499004,0.4257294429708222,7.5,175,200
746,746,0.7073656270736562,0.426392572944297,7.5,225,180
900,900,0.6476443264764432,0.4283819628647214,8.0,75,160
1408,1408,0.6602521566025216,0.4336870026525199,7.0,125,240
1171,1171,0.6456536164565362,0.4350132625994695,7.5,125,200
628,628,0.630391506303915,0.4350132625994695,8.0,175,160
577,577,0.694757796947578,0.4363395225464191,8.0,225,140
1067,1067,0.7153284671532847,0.4370026525198939,6.5,200,260
611,611,0.6277372262773723,0.4376657824933687,8.0,150,160
951,951,0.6277372262773723,0.4376657824933687,8.0,150,160
1101,1101,0.7093563370935634,0.4383289124668435,6.5,250,260
1594,1594,0.6635700066357001,0.4383289124668435,6.5,50,280
1696,1696,0.6078301260783012,0.4396551724137931,6.5,25,300
1459,1459,0.5938951559389516,0.4403183023872679,7.0,25,260
1628,1628,0.6735235567352356,0.4416445623342175,6.5,100,280
1120,1120,0.6449900464499004,0.4416445623342175,7.5,50,200
1222,1222,0.5879230258792303,0.4436339522546419,7.5,25,220
898,898,0.694757796947578,0.4436339522546419,7.0,200,220
1357,1357,0.6496350364963503,0.4436339522546419,7.0,50,240
934,934,0.6343729263437292,0.4442970822281167,8.0,125,160
1188,1188,0.6403450564034505,0.4442970822281167,7.5,150,200
780,780,0.6403450564034505,0.4442970822281167,7.5,150,200
932,932,0.6848042468480424,0.4462864721485411,7.0,250,220
1730,1730,0.6556071665560717,0.4462864721485411,6.5,75,300
883,883,0.630391506303915,0.4469496021220159,8.0,50,160
1391,1391,0.654943596549436,0.4476127320954907,7.0,100,240
763,763,0.6728599867285998,0.4476127320954907,7.5,250,180
1493,1493,0.6396814863968149,0.4476127320954907,7.0,75,260
1154,1154,0.6496350364963503,0.4502652519893899,7.5,100,200
949,949,0.6529528865295289,0.4502652519893899,7.0,150,240
1425,1425,0.6529528865295289,0.4502652519893899,7.0,150,240
1169,1169,0.7140013271400133,0.4509283819628647,6.5,225,280
594,594,0.656934306569343,0.4509283819628647,8.0,250,140
729,729,0.6801592568015926,0.4515915119363395,7.5,200,180
560,560,0.6648971466489715,0.4522546419098143,8.0,200,140
1662,1662,0.6688785666887856,0.4522546419098143,6.5,150,280
1118,1118,0.6688785666887856,0.4522546419098143,6.5,150,280
1256,1256,0.6330457863304578,0.4535809018567639,7.5,75,220
917,917,0.6449900464499004,0.4542440318302387,8.0,100,160
985,985,0.5766423357664233,0.4568965517241379,8.0,25,180
1000,1000,0.6954213669542136,0.4588859416445623,7.0,225,240
1019,1019,0.6230922362309224,0.4615384615384615,8.0,75,180
1051,1051,0.6317186463171864,0.4615384615384615,7.0,175,260
831,831,0.681486396814864,0.4628647214854111,7.5,225,200
1764,1764,0.6443264764432648,0.4635278514588859,6.5,125,300
882,882,0.6191108161911082,0.4648541114058355,7.5,175,220
713,713,0.6025215660252157,0.4661803713527852,8.0,175,180
1220,1220,0.6522893165228931,0.4668435013262599,6.5,175,300
1527,1527,0.6310550763105508,0.4675066312997347,7.0,125,260
662,662,0.6688785666887856,0.4694960212201591,8.0,225,160
1290,1290,0.6184472461844724,0.4767904509283819,7.5,125,220
679,679,0.6257465162574651,0.4774535809018567,8.0,250,160
1476,1476,0.6118115461181155,0.4781167108753316,7.0,50,260
1070,1070,0.5919044459190445,0.4781167108753316,8.0,150,180
696,696,0.5919044459190445,0.4781167108753316,8.0,150,180
1002,1002,0.6038487060384871,0.4814323607427055,8.0,50,180
1053,1053,0.6038487060384871,0.4814323607427055,8.0,125,180
848,848,0.6357000663570007,0.4827586206896552,7.5,250,200
1186,1186,0.674850696748507,0.48342175066313,6.5,250,280
1713,1713,0.6204379562043796,0.48342175066313,6.5,50,300
645,645,0.6297279362972794,0.4840848806366047,8.0,200,160
1578,1578,0.5613802256138023,0.4847480106100795,7.0,25,280
1239,1239,0.6078301260783012,0.4854111405835544,7.5,50,220
983,983,0.654943596549436,0.4854111405835544,7.0,200,240
1017,1017,0.6476443264764432,0.4854111405835544,7.0,250,240
814,814,0.6463171864631718,0.4860742705570292,7.5,200,200
1152,1152,0.6715328467153284,0.4860742705570292,6.5,200,280
1036,1036,0.608493696084937,0.4880636604774536,8.0,100,180
1138,1138,0.5872594558725945,0.4887267904509284,8.0,75,200
1273,1273,0.6124751161247511,0.4887267904509284,7.5,100,220
1612,1612,0.5992037159920371,0.490053050397878,7.0,75,280
1341,1341,0.555408095554081,0.490053050397878,7.5,25,240
916,916,0.6489714664897147,0.4946949602122016,7.5,225,220
1375,1375,0.5919044459190445,0.4960212201591512,7.5,75,240
1104,1104,0.5461181154611812,0.4960212201591512,8.0,25,200
1747,1747,0.621765096217651,0.4960212201591512,6.5,100,300
1510,1510,0.6184472461844724,0.496684350132626,7.0,100,260
1307,1307,0.6065029860650298,0.496684350132626,7.5,150,220
865,865,0.6065029860650298,0.496684350132626,7.5,150,220
747,747,0.6396814863968149,0.4986737400530504,8.0,225,180
1781,1781,0.6363636363636364,0.5,6.5,150,300
1203,1203,0.6363636363636364,0.5,6.5,150,300
1085,1085,0.6595885865958858,0.5,7.0,225,260
1254,1254,0.6735235567352356,0.5013262599469496,6.5,225,300
1034,1034,0.6244193762441937,0.503315649867374,7.0,150,260
1544,1544,0.6244193762441937,0.503315649867374,7.0,150,260
798,798,0.5733244857332449,0.5046419098143236,8.0,175,200
1409,1409,0.5919044459190445,0.5086206896551724,7.5,125,240
1172,1172,0.5753151957531519,0.5092838196286472,8.0,125,200
1121,1121,0.5653616456536165,0.5099469496021221,8.0,50,200
1136,1136,0.5912408759124088,0.5106100795755968,7.0,175,280
967,967,0.5773059057730591,0.5119363395225465,7.5,175,240
933,933,0.6031851360318513,0.5119363395225465,7.5,250,220
764,764,0.5978765759787658,0.5125994694960212,8.0,250,180
1646,1646,0.5985401459854015,0.5159151193633952,7.0,125,280
1155,1155,0.5786330457863305,0.5185676392572944,8.0,100,200
730,730,0.5912408759124088,0.519893899204244,8.0,200,180
1271,1271,0.6317186463171864,0.519893899204244,6.5,250,300
899,899,0.6005308560053085,0.519893899204244,7.5,200,220
1102,1102,0.6138022561380225,0.5212201591511937,7.0,250,260
1595,1595,0.5633709356337093,0.5258620689655172,7.0,50,280
1358,1358,0.5640345056403451,0.5258620689655172,7.5,50,240
1068,1068,0.6111479761114798,0.5278514588859416,7.0,200,260
1189,1189,0.557398805573988,0.5285145888594165,8.0,150,200
781,781,0.557398805573988,0.5285145888594165,8.0,150,200
1223,1223,0.5182481751824818,0.5305039787798409,8.0,25,220
1237,1237,0.6264100862641009,0.5311671087533156,6.5,200,300
1257,1257,0.5500995355009953,0.5338196286472149,8.0,75,220
832,832,0.6118115461181155,0.536472148541114,8.0,225,200
1426,1426,0.5680159256801592,0.5371352785145889,7.5,150,240
950,950,0.5680159256801592,0.5371352785145889,7.5,150,240
1001,1001,0.6151293961512939,0.5371352785145889,7.5,225,240
1392,1392,0.5773059057730591,0.5377984084880637,7.5,100,240
1731,1731,0.5600530856005309,0.5377984084880637,7.0,75,300
1494,1494,0.5547445255474452,0.5397877984084881,7.5,75,260
1697,1697,0.5235567352355673,0.5404509283819628,7.0,25,300
1460,1460,0.5136031851360319,0.5404509283819628,7.5,25,260
883,883,0.5381552753815527,0.5437665782493368,8.0,175,220
1119,1119,0.581950895819509,0.5444297082228117,7.0,150,280
1663,1663,0.581950895819509,0.5444297082228117,7.0,150,280
1291,1291,0.5487723954877239,0.5450928381962865,8.0,125,220
1170,1170,0.6184472461844724,0.5464190981432361,7.0,225,280
1629,1629,0.5726609157266092,0.5470822281167109,7.0,100,280
815,815,0.5633709356337093,0.5470822281167109,8.0,200,200
849,849,0.5587259455872594,0.5497347480106101,8.0,250,200
1018,1018,0.5700066357000664,0.5503978779840849,7.5,250,240
1052,1052,0.5414731254147312,0.5510610079575596,7.5,175,260
1274,1274,0.5328467153284672,0.5557029177718833,8.0,100,220
1221,1221,0.5507631055076311,0.5576923076923077,7.0,175,300
1240,1240,0.5136031851360319,0.5610079575596817,8.0,50,220
1528,1528,0.5547445255474452,0.5623342175066313,7.5,125,260
1187,1187,0.5700066357000664,0.5629973474801061,7.0,250,280
1765,1765,0.557398805573988,0.5636604774535809,7.0,125,300
984,984,0.5653616456536165,0.5649867374005305,7.5,200,240
1477,1477,0.5155938951559389,0.5656498673740054,7.5,50,260
917,917,0.5719973457199734,0.5683023872679045,8.0,225,220
866,866,0.5189117451891174,0.5709549071618037,8.0,150,220
1308,1308,0.5189117451891174,0.5709549071618037,8.0,150,220
1342,1342,0.4744525547445255,0.5709549071618037,8.0,25,240
1153,1153,0.5673523556735236,0.5716180371352785,7.0,200,280
1714,1714,0.5202388852023888,0.5755968169761273,7.0,50,300
1376,1376,0.5169210351692104,0.5789124668435013,8.0,75,240
968,968,0.5009953550099535,0.5809018567639257,8.0,175,240
1511,1511,0.5374917053749171,0.5815649867374005,7.5,100,260
1035,1035,0.5255474452554745,0.5822281167108754,7.5,150,260
1545,1545,0.5255474452554745,0.5822281167108754,7.5,150,260
1086,1086,0.5766423357664233,0.5828912466843501,7.5,225,260
1613,1613,0.5169210351692104,0.583554376657825,7.5,75,280
1579,1579,0.471134704711347,0.5842175066312998,7.5,25,280
934,934,0.5321831453218314,0.5848806366047745,8.0,250,220
1410,1410,0.5049767750497678,0.5855437665782494,8.0,125,240
1748,1748,0.5408095554080955,0.5895225464190982,7.0,100,300
1255,1255,0.5766423357664233,0.5901856763925729,7.0,225,300
1137,1137,0.5082946250829462,0.5941644562334217,7.5,175,280
1204,1204,0.5335102853351028,0.5948275862068966,7.0,150,300
1782,1782,0.5335102853351028,0.5948275862068966,7.0,150,300
1647,1647,0.5102853351028533,0.5954907161803713,7.5,125,280
900,900,0.522229595222296,0.5954907161803713,8.0,200,220
1359,1359,0.4771068347710683,0.6007957559681698,8.0,50,240
1103,1103,0.5275381552753815,0.6021220159151194,7.5,250,260
1393,1393,0.4917053749170537,0.6061007957559682,8.0,100,240
1069,1069,0.522229595222296,0.6061007957559682,7.5,200,260
1238,1238,0.53085600530856,0.610079575596817,7.0,200,300
1002,1002,0.5335102853351028,0.6120689655172413,8.0,225,240
1461,1461,0.4339747843397478,0.6140583554376657,8.0,25,260
1495,1495,0.4771068347710683,0.6147214854111406,8.0,75,260
951,951,0.4810882548108825,0.6160477453580901,8.0,150,240
1427,1427,0.4810882548108825,0.6160477453580901,8.0,150,240
1630,1630,0.4923689449236894,0.6187002652519894,7.5,100,280
1596,1596,0.477770404777704,0.6193633952254642,7.5,50,280
1053,1053,0.4671532846715328,0.620026525198939,8.0,175,260
1272,1272,0.5275381552753815,0.6226790450928382,7.0,250,300
1529,1529,0.4684804246848042,0.6226790450928382,8.0,125,260
1171,1171,0.5282017252820173,0.6240053050397878,7.5,225,280
1664,1664,0.4824153948241539,0.629973474801061,7.5,150,280
1120,1120,0.4824153948241539,0.629973474801061,7.5,150,280
1732,1732,0.4744525547445255,0.6306366047745358,7.5,75,300
1698,1698,0.4399469143994691,0.6312997347480106,7.5,25,300
1019,1019,0.497677504976775,0.6326259946949602,8.0,250,240
1766,1766,0.4784339747843397,0.633289124668435,7.5,125,300
985,985,0.4877239548772396,0.6352785145888594,8.0,200,240
1222,1222,0.4611811546118115,0.6385941644562334,7.5,175,300
1512,1512,0.444591904445919,0.6445623342175066,8.0,100,260
1154,1154,0.4830789648307896,0.6445623342175066,7.5,200,280
1478,1478,0.4452554744525547,0.646551724137931,8.0,50,260
1188,1188,0.4824153948241539,0.6478779840848806,7.5,250,280
1087,1087,0.4897146648971466,0.6538461538461539,8.0,225,260
1580,1580,0.3934970139349701,0.6571618037135278,8.0,25,280
1614,1614,0.4326476443264764,0.6571618037135278,8.0,75,280
1546,1546,0.444591904445919,0.6591511936339522,8.0,150,260
1036,1036,0.444591904445919,0.6591511936339522,8.0,150,260
1138,1138,0.4240212342402123,0.6631299734748011,8.0,175,280
1749,1749,0.4505640345056403,0.6657824933687002,7.5,100,300
1648,1648,0.4273390842733908,0.666445623342175,8.0,125,280
1715,1715,0.4399469143994691,0.6671087533156499,7.5,50,300
1256,1256,0.4936960849369608,0.6704244031830239,7.5,225,300
1070,1070,0.4439283344392833,0.6744031830238727,8.0,200,260
1783,1783,0.4353019243530192,0.6770557029177718,7.5,150,300
1205,1205,0.4353019243530192,0.6770557029177718,7.5,150,300
1104,1104,0.4485733244857332,0.6777188328912467,8.0,250,260
1597,1597,0.4120769741207697,0.6856763925729443,8.0,50,280
1631,1631,0.4107498341074983,0.6903183023872679,8.0,100,280
1172,1172,0.4545454545454545,0.6923076923076923,8.0,225,280
1733,1733,0.3928334439283344,0.7002652519893899,8.0,75,300
1273,1273,0.4472461844724618,0.7009283819628647,7.5,250,300
1239,1239,0.4353019243530192,0.7015915119363395,7.5,200,300
1699,1699,0.3589913735899137,0.7035809018567639,8.0,25,300
1121,1121,0.4061048440610484,0.7035809018567639,8.0,150,280
1665,1665,0.4061048440610484,0.7035809018567639,8.0,150,280
1223,1223,0.3861977438619774,0.7075596816976127,8.0,175,300
1155,1155,0.3954877239548772,0.7194960212201591,8.0,200,280
1767,1767,0.3822163238221632,0.7194960212201591,8.0,125,300
1750,1750,0.364963503649635,0.7248010610079576,8.0,100,300
1189,1189,0.4080955540809555,0.7254641909814323,8.0,250,280
1716,1716,0.371599203715992,0.7314323607427056,8.0,50,300
1257,1257,0.4200398142003981,0.7407161803713528,8.0,225,300
1784,1784,0.358327803583278,0.743368700265252,8.0,150,300
1206,1206,0.358327803583278,0.743368700265252,8.0,150,300
1240,1240,0.3570006635700066,0.7572944297082228,8.0,200,300
1274,1274,0.378234903782349,0.7652519893899205,8.0,250,300
833,833,0.0,1.0,0.0,250,200
605,605,0.0,1.0,5.0,0,120
606,606,0.0,1.0,5.5,0,120
1139,1139,0.0,1.0,0.0,200,280
607,607,0.0,1.0,6.0,0,120
608,608,0.0,1.0,6.5,0,120
609,609,0.0,1.0,7.0,0,120
610,610,0.0,1.0,7.5,0,120
611,611,0.0,1.0,8.0,0,120
612,612,0.0,1.0,0.0,25,120
629,629,0.0,1.0,0.0,50,120
604,604,0.0,1.0,4.5,0,120
646,646,0.0,1.0,0.0,75,120
680,680,0.0,1.0,0.0,125,120
697,697,0.0,1.0,0.0,150,120
