,Unnamed: 0,sensitivity,specificity,inv_frac,delay_samples,decay_part
994,994,0.9986728599867286,0.0046419098143236,4.0,50,180
416,416,0.9993364299933644,0.0046419098143236,4.0,75,80
196,196,0.9946914399469144,0.0046419098143236,4.5,175,60
298,298,0.9993364299933644,0.0053050397877984,4.5,200,80
1215,1215,0.9966821499668216,0.0053050397877984,4.0,25,220
1724,1724,0.9986728599867286,0.0053050397877984,3.5,75,300
892,892,0.9993364299933644,0.0053050397877984,4.0,200,220
1453,1453,0.993364299933643,0.0053050397877984,4.0,25,260
1096,1096,0.9973457199734572,0.0053050397877984,4.0,25,200
1334,1334,0.99535500995355,0.0053050397877984,4.0,25,240
841,841,0.9993364299933644,0.0053050397877984,4.0,250,200
162,162,0.9993364299933644,0.0053050397877984,4.5,50,40
94,94,0.9960185799601858,0.0053050397877984,4.5,125,20
213,213,0.9993364299933644,0.0053050397877984,4.5,200,60
332,332,1.0,0.0053050397877984,4.5,250,80
366,366,0.993364299933643,0.0053050397877984,4.5,175,100
1758,1758,1.0,0.0053050397877984,3.5,125,300
654,654,0.9993364299933644,0.0053050397877984,4.0,75,120
281,281,0.9946914399469144,0.0053050397877984,4.5,175,80
264,264,0.9960185799601858,0.0059681697612732,4.5,25,60
892,892,0.9993364299933644,0.0059681697612732,4.0,75,160
943,943,0.9973457199734572,0.0059681697612732,4.0,150,240
26,26,0.9966821499668216,0.0059681697612732,4.5,25,20
145,145,0.9960185799601858,0.0059681697612732,4.5,25,40
1419,1419,0.9973457199734572,0.0059681697612732,4.0,150,240
773,773,0.9993364299933644,0.0059681697612732,4.0,75,140
1130,1130,0.9986728599867286,0.0059681697612732,4.0,75,200
213,213,0.9960185799601858,0.0059681697612732,4.5,125,40
417,417,0.9993364299933644,0.0059681697612732,4.5,250,100
281,281,0.9980092899800928,0.0059681697612732,4.5,50,60
926,926,0.9986728599867286,0.0059681697612732,4.0,250,220
1011,1011,0.9986728599867286,0.0059681697612732,4.0,75,180
553,553,0.9986728599867286,0.006631299734748,4.5,100,100
434,434,0.9960185799601858,0.006631299734748,4.5,150,120
78,78,0.9986728599867286,0.006631299734748,5.0,100,20
960,960,0.9973457199734572,0.006631299734748,4.0,175,240
60,60,0.9960185799601858,0.006631299734748,4.5,225,20
1385,1385,0.9973457199734572,0.006631299734748,4.0,100,240
1249,1249,0.9986728599867286,0.006631299734748,4.0,75,220
1113,1113,0.9986728599867286,0.006631299734748,4.0,50,200
706,706,0.9960185799601858,0.006631299734748,4.5,150,120
502,502,0.9946914399469144,0.0072944297082228,4.5,25,100
824,824,0.9980092899800928,0.0072944297082228,4.0,225,200
1538,1538,0.9973457199734572,0.0072944297082228,4.0,150,260
1028,1028,0.9973457199734572,0.0072944297082228,4.0,150,260
1045,1045,0.9993364299933644,0.0072944297082228,4.0,125,180
383,383,0.9946914399469144,0.0072944297082228,4.5,25,80
383,383,0.9986728599867286,0.0072944297082228,4.5,200,100
672,672,0.9986728599867286,0.0072944297082228,4.5,100,120
791,791,0.9986728599867286,0.0079575596816976,4.5,100,140
332,332,0.9960185799601858,0.0079575596816976,4.5,125,60
909,909,0.9973457199734572,0.0079575596816976,4.0,225,220
740,740,0.9907100199071002,0.0079575596816976,4.5,25,140
621,621,0.9940278699402788,0.0079575596816976,4.5,25,120
1164,1164,0.9993364299933644,0.0079575596816976,4.0,125,200
910,910,0.9980092899800928,0.0086206896551724,4.5,100,160
502,502,0.9980092899800928,0.0086206896551724,4.5,250,120
78,78,0.9980092899800928,0.0086206896551724,5.0,250,20
1504,1504,0.9960185799601858,0.0086206896551724,4.0,100,260
112,112,0.99535500995355,0.0086206896551724,5.0,150,20
451,451,0.993364299933643,0.0086206896551724,4.5,175,120
859,859,0.9900464499004644,0.0086206896551724,4.5,25,160
10,10,0.99535500995355,0.0086206896551724,5.0,150,20
145,145,0.99535500995355,0.0092838196286472,4.5,225,40
825,825,0.99535500995355,0.0092838196286472,4.5,150,140
1011,1011,0.9980092899800928,0.0092838196286472,4.0,250,240
519,519,0.99535500995355,0.0092838196286472,4.5,150,140
1283,1283,0.9986728599867286,0.0092838196286472,4.0,125,220
1232,1232,0.9986728599867286,0.0092838196286472,4.0,50,220
230,230,0.9946914399469144,0.0092838196286472,4.5,225,60
451,451,0.9960185799601858,0.0092838196286472,4.5,125,80
197,197,0.9980092899800928,0.0092838196286472,5.0,100,40
587,587,0.9973457199734572,0.0092838196286472,4.5,250,140
1572,1572,0.9900464499004644,0.0092838196286472,4.0,25,280
400,400,0.9980092899800928,0.009946949602122,4.5,50,80
1368,1368,0.9980092899800928,0.009946949602122,4.0,75,240
315,315,0.9946914399469144,0.009946949602122,4.5,225,80
977,977,0.9993364299933644,0.009946949602122,4.0,200,240
95,95,0.991373589913736,0.0106100795755968,5.0,150,40
536,536,0.993364299933643,0.0106100795755968,4.5,175,140
468,468,0.9986728599867286,0.0106100795755968,4.5,200,120
570,570,0.9960185799601858,0.0106100795755968,4.5,125,100
400,400,0.9940278699402788,0.0106100795755968,4.5,225,100
231,231,0.991373589913736,0.0106100795755968,5.0,150,40
978,978,0.9860650298606504,0.0112732095490716,4.5,25,180
180,180,0.9887193098871933,0.0112732095490716,5.0,150,60
604,604,0.9940278699402788,0.0112732095490716,4.5,150,160
1623,1623,0.99535500995355,0.0112732095490716,4.0,100,280
519,519,0.9980092899800928,0.0112732095490716,4.5,50,100
944,944,0.9940278699402788,0.0112732095490716,4.5,150,160
621,621,0.9907100199071002,0.0112732095490716,4.5,175,160
350,350,0.9887193098871933,0.0112732095490716,5.0,150,60
1029,1029,0.9960185799601858,0.0112732095490716,4.5,100,180
163,163,0.9966821499668216,0.0119363395225464,5.0,250,40
44,44,0.9986728599867286,0.0119363395225464,5.0,200,20
1402,1402,0.9986728599867286,0.0119363395225464,4.0,125,240
1657,1657,0.99535500995355,0.0119363395225464,4.0,150,280
994,994,0.9973457199734572,0.0119363395225464,4.0,225,240
689,689,0.99535500995355,0.0119363395225464,4.5,125,120
1113,1113,0.99535500995355,0.0119363395225464,4.0,150,280
1045,1045,0.9966821499668216,0.0119363395225464,4.0,175,260
60,60,0.9986728599867286,0.0125994694960212,4.5,75,20
672,672,0.9946914399469144,0.0125994694960212,4.5,250,160
553,553,0.9980092899800928,0.0125994694960212,4.5,200,140
808,808,0.99535500995355,0.0125994694960212,4.5,125,140
1487,1487,0.9973457199734572,0.0125994694960212,4.0,75,260
1521,1521,0.9973457199734572,0.0125994694960212,4.0,125,260
1351,1351,0.9986728599867286,0.013262599469496,4.0,50,240
485,485,0.9940278699402788,0.013262599469496,4.5,225,120
638,638,0.9960185799601858,0.013262599469496,4.5,50,120
298,298,0.9980092899800928,0.013262599469496,4.5,75,60
927,927,0.9940278699402788,0.013262599469496,4.5,125,160
1096,1096,0.9973457199734572,0.013262599469496,4.0,250,260
179,179,0.9986728599867286,0.013262599469496,4.5,75,40
1691,1691,0.9873921698739216,0.0139257294429708,4.0,25,300
1148,1148,0.9940278699402788,0.0139257294429708,4.5,100,200
1062,1062,0.9980092899800928,0.0139257294429708,4.0,200,260
417,417,0.9980092899800928,0.0139257294429708,4.5,75,80
536,536,0.9966821499668216,0.0139257294429708,4.5,75,100
316,316,0.9973457199734572,0.0139257294429708,5.0,100,60
1130,1130,0.9960185799601858,0.0145888594164456,4.0,175,280
1097,1097,0.9827471798274718,0.0145888594164456,4.5,25,200
248,248,0.9946914399469144,0.0145888594164456,5.0,250,60
655,655,0.99535500995355,0.0152519893899204,4.5,75,120
44,44,0.9940278699402788,0.0152519893899204,5.0,50,20
265,265,0.9860650298606504,0.0152519893899204,5.0,150,80
689,689,0.991373589913736,0.0152519893899204,4.5,150,180
570,570,0.9927007299270072,0.0152519893899204,4.5,225,140
1063,1063,0.991373589913736,0.0152519893899204,4.5,150,180
129,129,0.9966821499668216,0.0152519893899204,5.0,200,40
469,469,0.9860650298606504,0.0152519893899204,5.0,150,80
1640,1640,0.99535500995355,0.0159151193633952,4.0,125,280
435,435,0.9960185799601858,0.0159151193633952,5.0,100,80
1046,1046,0.9940278699402788,0.0159151193633952,4.5,125,180
706,706,0.9887193098871933,0.01657824933687,4.5,175,180
638,638,0.9973457199734572,0.01657824933687,4.5,200,160
27,27,0.9840743198407432,0.01657824933687,5.0,25,20
1742,1742,0.993364299933643,0.01657824933687,4.0,100,300
1470,1470,0.9973457199734572,0.01657824933687,4.0,50,260
1606,1606,0.9960185799601858,0.0172413793103448,4.0,75,280
1198,1198,0.99535500995355,0.0172413793103448,4.0,150,300
214,214,0.9966821499668216,0.0172413793103448,5.0,200,60
1776,1776,0.99535500995355,0.0172413793103448,4.0,150,300
27,27,0.9827471798274718,0.0172413793103448,5.0,175,20
774,774,0.99535500995355,0.0172413793103448,4.5,75,140
1181,1181,0.9973457199734572,0.0172413793103448,4.0,250,280
1079,1079,0.9960185799601858,0.0179045092838196,4.0,225,260
1147,1147,0.99535500995355,0.0185676392572944,4.0,200,280
655,655,0.9887193098871933,0.0185676392572944,4.5,225,160
299,299,0.99535500995355,0.0185676392572944,5.0,200,80
757,757,0.9940278699402788,0.0185676392572944,4.5,250,180
95,95,0.9873921698739216,0.0185676392572944,5.0,125,20
163,163,0.9940278699402788,0.0185676392572944,5.0,50,40
146,146,0.9814200398142005,0.0185676392572944,5.0,25,40
757,757,0.9946914399469144,0.0185676392572944,4.5,50,140
774,774,0.9887193098871933,0.0192307692307692,4.5,150,200
350,350,0.9847378898473788,0.0192307692307692,5.0,150,100
1182,1182,0.9887193098871933,0.0192307692307692,4.5,150,200
588,588,0.9847378898473788,0.0192307692307692,5.0,150,100
893,893,0.9946914399469144,0.0192307692307692,4.5,75,160
214,214,0.986728599867286,0.019893899204244,5.0,125,40
113,113,0.982083609820836,0.019893899204244,5.5,150,20
1589,1589,0.9946914399469144,0.019893899204244,4.0,50,280
791,791,0.9854014598540146,0.019893899204244,4.5,175,200
112,112,0.9827471798274718,0.019893899204244,5.0,175,40
11,11,0.982083609820836,0.019893899204244,5.5,150,20
1759,1759,0.9946914399469144,0.0205570291777188,4.0,125,300
282,282,0.9920371599203716,0.0205570291777188,5.0,50,60
1165,1165,0.9907100199071002,0.0205570291777188,4.5,125,200
265,265,0.9787657597876576,0.0205570291777188,5.0,25,60
1012,1012,0.9940278699402788,0.0205570291777188,4.5,75,180
1267,1267,0.9893828798938288,0.0205570291777188,4.5,100,220
333,333,0.991373589913736,0.0212201591511936,5.0,250,80
1216,1216,0.9774386197743862,0.0212201591511936,4.5,25,220
1725,1725,0.99535500995355,0.0212201591511936,4.0,75,300
384,384,0.9767750497677504,0.0212201591511936,5.0,25,80
554,554,0.9946914399469144,0.0218832891246684,5.0,100,100
1215,1215,0.9940278699402788,0.0218832891246684,4.0,175,300
61,61,0.9900464499004644,0.0218832891246684,5.0,75,20
740,740,0.986728599867286,0.0225464190981432,4.5,225,180
61,61,0.9873921698739216,0.0225464190981432,5.0,225,20
723,723,0.9966821499668216,0.0225464190981432,4.5,200,180
1266,1266,0.99535500995355,0.0225464190981432,4.0,250,300
401,401,0.9907100199071002,0.0225464190981432,5.0,50,80
1131,1131,0.9927007299270072,0.0225464190981432,4.5,75,200
1164,1164,0.9946914399469144,0.0225464190981432,4.0,225,280
79,79,0.9927007299270072,0.023209549071618,5.5,100,20
333,333,0.986728599867286,0.023209549071618,5.0,125,60
673,673,0.9927007299270072,0.0238726790450928,5.0,100,120
1708,1708,0.9940278699402788,0.0238726790450928,4.0,50,300
707,707,0.982083609820836,0.0238726790450928,5.0,150,120
197,197,0.9827471798274718,0.0238726790450928,5.0,175,60
435,435,0.982083609820836,0.0238726790450928,5.0,150,120
180,180,0.9887193098871933,0.0238726790450928,5.0,75,40
503,503,0.9747843397478434,0.0238726790450928,5.0,25,100
842,842,0.9927007299270072,0.0238726790450928,4.5,250,200
1250,1250,0.9900464499004644,0.0245358090185676,4.5,75,220
452,452,0.9847378898473788,0.0245358090185676,5.0,125,80
1284,1284,0.9893828798938288,0.0245358090185676,4.5,125,220
384,384,0.9946914399469144,0.0245358090185676,5.0,200,100
232,232,0.978102189781022,0.0251989389920424,5.5,150,40
96,96,0.978102189781022,0.0251989389920424,5.5,150,40
198,198,0.9920371599203716,0.0258620689655172,5.5,100,40
146,146,0.9860650298606504,0.0258620689655172,5.0,225,40
876,876,0.9927007299270072,0.0258620689655172,4.5,50,160
876,876,0.982083609820836,0.0258620689655172,4.5,175,220
1249,1249,0.991373589913736,0.0258620689655172,4.0,225,300
418,418,0.9900464499004644,0.026525198938992,5.0,250,100
825,825,0.9847378898473788,0.026525198938992,4.5,225,200
520,520,0.9787657597876576,0.026525198938992,5.0,150,140
792,792,0.9880557398805574,0.026525198938992,5.0,100,140
571,571,0.9807564698075648,0.026525198938992,5.0,125,100
826,826,0.9787657597876576,0.026525198938992,5.0,150,140
299,299,0.9880557398805574,0.026525198938992,5.0,75,60
1301,1301,0.986728599867286,0.0271883289124668,4.5,150,220
622,622,0.9708029197080292,0.0271883289124668,5.0,25,120
1335,1335,0.9747843397478434,0.0271883289124668,4.5,25,240
1232,1232,0.9946914399469144,0.0271883289124668,4.0,200,300
995,995,0.991373589913736,0.0271883289124668,4.5,50,180
859,859,0.986728599867286,0.0271883289124668,4.5,150,220
808,808,0.9960185799601858,0.0278514588859416,4.5,200,200
231,231,0.9847378898473788,0.0278514588859416,5.0,225,60
282,282,0.9827471798274718,0.0278514588859416,5.0,175,80
690,690,0.9787657597876576,0.0285145888594164,5.0,125,120
1114,1114,0.9900464499004644,0.0285145888594164,4.5,50,200
45,45,0.9860650298606504,0.0285145888594164,5.5,50,20
469,469,0.993364299933643,0.0285145888594164,5.0,200,120
45,45,0.9907100199071002,0.0285145888594164,5.5,200,20
1403,1403,0.9887193098871933,0.0285145888594164,4.5,125,240
927,927,0.991373589913736,0.0291777188328912,4.5,250,220
316,316,0.9827471798274718,0.0291777188328912,5.0,225,80
1386,1386,0.986728599867286,0.0291777188328912,4.5,100,240
809,809,0.9761114797611148,0.029840848806366,5.0,125,140
418,418,0.9873921698739216,0.029840848806366,5.0,75,80
367,367,0.980092899800929,0.029840848806366,5.0,175,100
520,520,0.9887193098871933,0.029840848806366,5.0,50,100
317,317,0.986728599867286,0.0305039787798408,5.5,100,60
401,401,0.9794293297942932,0.0311671087533156,5.0,225,100
503,503,0.9860650298606504,0.0318302387267904,5.0,250,120
537,537,0.986728599867286,0.0318302387267904,5.0,75,100
910,910,0.9840743198407432,0.0318302387267904,4.5,225,220
605,605,0.9747843397478434,0.0324933687002652,5.0,150,160
945,945,0.9747843397478434,0.0324933687002652,5.0,150,160
656,656,0.9847378898473788,0.0324933687002652,5.0,75,120
639,639,0.9873921698739216,0.03315649867374,5.0,50,120
911,911,0.9827471798274718,0.03315649867374,5.0,100,160
1233,1233,0.9880557398805574,0.03315649867374,4.5,50,220
961,961,0.9787657597876576,0.03315649867374,4.5,175,240
1369,1369,0.9880557398805574,0.03315649867374,4.5,75,240
351,351,0.9761114797611148,0.0338196286472148,5.5,150,60
452,452,0.978102189781022,0.0338196286472148,5.0,175,120
181,181,0.9761114797611148,0.0338196286472148,5.5,150,60
1420,1420,0.9794293297942932,0.0344827586206896,4.5,150,240
944,944,0.9794293297942932,0.0344827586206896,4.5,150,240
741,741,0.9661579296615792,0.0344827586206896,5.0,25,140
130,130,0.9893828798938288,0.0344827586206896,5.5,200,40
79,79,0.9814200398142005,0.0344827586206896,5.5,250,20
554,554,0.9907100199071002,0.0351458885941644,5.0,200,140
775,775,0.9827471798274718,0.0351458885941644,5.0,75,140
893,893,0.9920371599203716,0.0351458885941644,4.5,200,220
1454,1454,0.9708029197080292,0.0351458885941644,4.5,25,260
436,436,0.9827471798274718,0.0351458885941644,5.5,100,80
486,486,0.978102189781022,0.0358090185676392,5.0,225,120
588,588,0.9827471798274718,0.0358090185676392,5.0,250,140
758,758,0.9840743198407432,0.036472148541114,5.0,50,140
894,894,0.980092899800929,0.036472148541114,5.0,75,160
266,266,0.9701393497013936,0.0371352785145888,5.5,150,80
470,470,0.9701393497013936,0.0371352785145888,5.5,150,80
164,164,0.9840743198407432,0.0371352785145888,5.5,50,40
928,928,0.9747843397478434,0.0377984084880636,5.0,125,160
1522,1522,0.9834107498341076,0.0377984084880636,4.5,125,260
164,164,0.9767750497677504,0.0384615384615384,5.5,250,40
537,537,0.9721300597213006,0.0391246684350132,5.0,175,140
1012,1012,0.9880557398805574,0.039787798408488,4.5,250,240
283,283,0.9807564698075648,0.039787798408488,5.5,50,60
860,860,0.9628400796284008,0.0404509283819628,5.0,25,160
96,96,0.9661579296615792,0.0404509283819628,5.5,125,20
28,28,0.9615129396151294,0.0411140583554376,5.5,25,20
1488,1488,0.9834107498341076,0.0411140583554376,4.5,75,260
571,571,0.9741207697412076,0.0417771883289124,5.0,225,140
622,622,0.9681486396814863,0.0417771883289124,5.0,175,160
28,28,0.962176509621765,0.0417771883289124,5.5,175,20
673,673,0.9794293297942932,0.0417771883289124,5.0,250,160
215,215,0.9880557398805574,0.0424403183023872,5.5,200,60
1352,1352,0.9880557398805574,0.0424403183023872,4.5,50,240
1030,1030,0.9767750497677504,0.0424403183023872,5.0,100,180
1064,1064,0.9708029197080292,0.043103448275862,5.0,150,180
690,690,0.9708029197080292,0.043103448275862,5.0,150,180
995,995,0.9807564698075648,0.043103448275862,4.5,225,240
1505,1505,0.9834107498341076,0.043103448275862,4.5,100,260
215,215,0.9641672196416722,0.043103448275862,5.5,125,40
877,877,0.980092899800929,0.0437665782493368,5.0,50,160
351,351,0.964830789648308,0.0437665782493368,5.5,150,100
589,589,0.964830789648308,0.0437665782493368,5.5,150,100
80,80,0.973457199734572,0.0437665782493368,6.0,100,20
1029,1029,0.9747843397478434,0.0437665782493368,4.5,150,260
1539,1539,0.9747843397478434,0.0437665782493368,4.5,150,260
147,147,0.9581950895819508,0.0444297082228116,5.5,25,40
639,639,0.986728599867286,0.0450928381962864,5.0,200,160
1013,1013,0.9774386197743862,0.0450928381962864,5.0,75,180
978,978,0.9887193098871933,0.0450928381962864,4.5,200,240
62,62,0.9741207697412076,0.0450928381962864,5.5,75,20
113,113,0.962176509621765,0.0450928381962864,5.5,175,40
1047,1047,0.9708029197080292,0.0457559681697612,5.0,125,180
707,707,0.964830789648308,0.0457559681697612,5.0,175,180
656,656,0.973457199734572,0.0457559681697612,5.0,225,160
1573,1573,0.964830789648308,0.046419098143236,4.5,25,280
181,181,0.9727936297279364,0.046419098143236,5.5,75,40
334,334,0.962176509621765,0.046419098143236,5.5,125,60
979,979,0.9588586595885866,0.0470822281167108,5.0,25,180
1046,1046,0.9741207697412076,0.0470822281167108,4.5,175,260
62,62,0.9741207697412076,0.0484084880636604,5.5,225,20
402,402,0.9787657597876576,0.0484084880636604,5.5,50,80
300,300,0.9834107498341076,0.0484084880636604,5.5,200,80
1607,1607,0.9774386197743862,0.0490716180371352,4.5,75,280
1080,1080,0.9754479097544791,0.0490716180371352,4.5,225,260
249,249,0.9761114797611148,0.0490716180371352,5.5,250,60
198,198,0.9588586595885866,0.0490716180371352,5.5,175,60
555,555,0.9754479097544791,0.0490716180371352,5.5,100,100
266,266,0.9562043795620438,0.0490716180371352,5.5,25,60
283,283,0.953550099535501,0.04973474801061,5.5,175,80
1097,1097,0.9827471798274718,0.04973474801061,4.5,250,260
1063,1063,0.9860650298606504,0.04973474801061,4.5,200,260
114,114,0.9615129396151294,0.0503978779840848,6.0,150,20
996,996,0.9747843397478434,0.0503978779840848,5.0,50,180
1132,1132,0.9721300597213006,0.0503978779840848,5.0,75,200
12,12,0.9615129396151294,0.0503978779840848,6.0,150,20
758,758,0.9787657597876576,0.0503978779840848,5.0,250,180
453,453,0.9588586595885866,0.0510610079575596,5.5,125,80
300,300,0.9708029197080292,0.0510610079575596,5.5,75,60
741,741,0.968812209688122,0.0517241379310344,5.0,225,180
1471,1471,0.9814200398142005,0.0517241379310344,4.5,50,260
1149,1149,0.9694757796947578,0.0523872679045092,5.0,100,200
1624,1624,0.9774386197743862,0.0523872679045092,4.5,100,280
385,385,0.9548772395487723,0.053050397877984,5.5,25,80
1641,1641,0.9754479097544791,0.053050397877984,4.5,125,280
521,521,0.9754479097544791,0.053050397877984,5.5,50,100
1166,1166,0.9661579296615792,0.0537135278514588,5.0,125,200
419,419,0.968812209688122,0.0537135278514588,5.5,75,80
1131,1131,0.9681486396814863,0.0543766578249336,4.5,175,280
147,147,0.9708029197080292,0.0543766578249336,5.5,225,40
436,436,0.9575315195753152,0.0557029177718832,5.5,150,120
708,708,0.9575315195753152,0.0557029177718832,5.5,150,120
46,46,0.973457199734572,0.0557029177718832,6.0,50,20
46,46,0.9741207697412076,0.0557029177718832,6.0,200,20
385,385,0.9794293297942932,0.0557029177718832,5.5,200,100
1098,1098,0.9528865295288652,0.0557029177718832,5.0,25,200
572,572,0.955540809555408,0.056366047745358,5.5,125,100
368,368,0.9508958195089582,0.056366047745358,5.5,175,100
504,504,0.9475779694757795,0.0570291777188328,5.5,25,100
199,199,0.9641672196416722,0.0570291777188328,6.0,100,40
1114,1114,0.9694757796947578,0.0570291777188328,4.5,150,280
1658,1658,0.9694757796947578,0.0570291777188328,4.5,150,280
334,334,0.9721300597213006,0.0576923076923076,5.5,250,80
232,232,0.9654943596549436,0.0576923076923076,5.5,225,60
1115,1115,0.9708029197080292,0.0576923076923076,5.0,50,200
775,775,0.964830789648308,0.0576923076923076,5.0,150,200
724,724,0.9827471798274718,0.0576923076923076,5.0,200,180
1183,1183,0.964830789648308,0.0576923076923076,5.0,150,200
1692,1692,0.9568679495686796,0.0583554376657824,4.5,25,300
538,538,0.964830789648308,0.0590185676392572,5.5,75,100
792,792,0.9581950895819508,0.0590185676392572,5.0,175,200
1182,1182,0.9794293297942932,0.059681697612732,4.5,250,280
317,317,0.960185799601858,0.059681697612732,5.5,225,80
1590,1590,0.9767750497677504,0.0603448275862069,4.5,50,280
674,674,0.9681486396814863,0.0603448275862069,5.5,100,120
640,640,0.9694757796947578,0.0610079575596817,5.5,50,120
1148,1148,0.9807564698075648,0.0610079575596817,4.5,200,280
1165,1165,0.9714664897146648,0.0616710875331565,4.5,225,280
623,623,0.9449236894492368,0.0616710875331565,5.5,25,120
233,233,0.9548772395487723,0.0629973474801061,6.0,150,40
1726,1726,0.9708029197080292,0.0629973474801061,4.5,75,300
809,809,0.9794293297942932,0.0629973474801061,5.0,200,200
453,453,0.946914399469144,0.0629973474801061,5.5,175,120
657,657,0.9608493696084937,0.0629973474801061,5.5,75,120
97,97,0.9548772395487723,0.0629973474801061,6.0,150,40
470,470,0.9741207697412076,0.0636604774535809,5.5,200,120
843,843,0.9714664897146648,0.0636604774535809,5.0,250,200
1251,1251,0.962176509621765,0.0636604774535809,5.0,75,220
419,419,0.9681486396814863,0.0636604774535809,5.5,250,100
165,165,0.9654943596549436,0.0643236074270557,6.0,50,40
877,877,0.9502322495023224,0.0643236074270557,5.0,175,220
402,402,0.9575315195753152,0.0649867374005305,5.5,225,100
1760,1760,0.9661579296615792,0.0656498673740053,4.5,125,300
1216,1216,0.960185799601858,0.0656498673740053,4.5,175,300
826,826,0.9615129396151294,0.0656498673740053,5.0,225,200
691,691,0.9508958195089582,0.0669761273209549,5.5,125,120
860,860,0.9562043795620438,0.0676392572944297,5.0,150,220
1302,1302,0.9562043795620438,0.0676392572944297,5.0,150,220
318,318,0.9542136695421368,0.0683023872679045,6.0,100,60
1285,1285,0.9595222295952224,0.0683023872679045,5.0,125,220
521,521,0.948905109489051,0.0683023872679045,5.5,150,140
131,131,0.9681486396814863,0.0683023872679045,6.0,200,40
1217,1217,0.9502322495023224,0.0683023872679045,5.0,25,220
827,827,0.948905109489051,0.0683023872679045,5.5,150,140
1267,1267,0.9701393497013936,0.0689655172413793,4.5,250,300
1234,1234,0.9654943596549436,0.0696286472148541,5.0,50,220
1743,1743,0.9727936297279364,0.0696286472148541,4.5,100,300
759,759,0.9608493696084937,0.0702917771883289,5.5,50,140
538,538,0.9396151293961512,0.0709549071618037,5.5,175,140
487,487,0.9528865295288652,0.0716180371352785,5.5,225,120
352,352,0.9449236894492368,0.0722811671087533,6.0,150,60
80,80,0.9595222295952224,0.0722811671087533,6.0,250,20
182,182,0.9449236894492368,0.0722811671087533,6.0,150,60
793,793,0.9615129396151294,0.0722811671087533,5.5,100,140
810,810,0.9449236894492368,0.0729442970822281,5.5,125,140
504,504,0.9635036496350364,0.0729442970822281,5.5,250,120
894,894,0.9727936297279364,0.0729442970822281,5.0,200,220
1268,1268,0.9635036496350364,0.0729442970822281,5.0,100,220
776,776,0.9508958195089582,0.0729442970822281,5.5,75,140
284,284,0.9588586595885866,0.0736074270557029,6.0,50,60
1709,1709,0.9714664897146648,0.0742705570291777,4.5,50,300
742,742,0.9389515593895156,0.0742705570291777,5.5,25,140
555,555,0.968812209688122,0.0742705570291777,5.5,200,140
928,928,0.9628400796284008,0.0742705570291777,5.0,250,220
1199,1199,0.9575315195753152,0.0749336870026525,4.5,150,300
1777,1777,0.9575315195753152,0.0749336870026525,4.5,150,300
29,29,0.9296615792966156,0.0755968169761273,6.0,25,20
1250,1250,0.9635036496350364,0.0762599469496021,4.5,225,300
29,29,0.940278699402787,0.0775862068965517,6.0,175,20
1336,1336,0.9389515593895156,0.0782493368700265,5.0,25,240
216,216,0.9628400796284008,0.0782493368700265,6.0,200,60
63,63,0.9462508294625084,0.0789124668435013,6.0,75,20
911,911,0.955540809555408,0.0795755968169761,5.0,225,220
1404,1404,0.9495686794956868,0.0795755968169761,5.0,125,240
1233,1233,0.978102189781022,0.0802387267904509,4.5,200,300
165,165,0.9528865295288652,0.0802387267904509,6.0,250,40
97,97,0.9329794293297944,0.0809018567639257,6.0,125,20
148,148,0.9256801592568016,0.0815649867374005,6.0,25,40
1370,1370,0.9522229595222296,0.0822281167108753,5.0,75,240
63,63,0.948905109489051,0.0822281167108753,6.0,225,20
114,114,0.9343065693430656,0.0822281167108753,6.0,175,40
572,572,0.9482415394824154,0.0822281167108753,5.5,225,140
81,81,0.9442601194426012,0.0822281167108753,6.5,100,20
403,403,0.9508958195089582,0.0828912466843501,6.0,50,80
962,962,0.942269409422694,0.0835543766578249,5.0,175,240
437,437,0.9475779694757795,0.0835543766578249,6.0,100,80
471,471,0.940278699402787,0.0835543766578249,6.0,150,80
895,895,0.9442601194426012,0.0835543766578249,5.5,75,160
216,216,0.9309887193098872,0.0835543766578249,6.0,125,40
267,267,0.940278699402787,0.0835543766578249,6.0,150,80
946,946,0.9396151293961512,0.0842175066312997,5.5,150,160
929,929,0.9369608493696084,0.0842175066312997,5.5,125,160
606,606,0.9396151293961512,0.0842175066312997,5.5,150,160
861,861,0.935633709356337,0.0842175066312997,5.5,25,160
1353,1353,0.953550099535501,0.0842175066312997,5.0,50,240
182,182,0.942269409422694,0.0848806366047745,6.0,75,40
199,199,0.9296615792966156,0.0855437665782493,6.0,175,60
589,589,0.9562043795620438,0.0855437665782493,5.5,250,140
945,945,0.9416058394160584,0.0855437665782493,5.0,150,240
623,623,0.9343065693430656,0.0855437665782493,5.5,175,160
1421,1421,0.9416058394160584,0.0855437665782493,5.0,150,240
912,912,0.953550099535501,0.0862068965517241,5.5,100,160
878,878,0.953550099535501,0.0862068965517241,5.5,50,160
267,267,0.9230258792302588,0.0862068965517241,6.0,25,60
250,250,0.9449236894492368,0.0862068965517241,6.0,250,60
1387,1387,0.9548772395487723,0.0862068965517241,5.0,100,240
301,301,0.9389515593895156,0.0868700265251989,6.0,75,60
47,47,0.9442601194426012,0.0868700265251989,6.5,50,20
640,640,0.962176509621765,0.0875331564986737,5.5,200,160
335,335,0.927007299270073,0.0888594164456233,6.0,125,60
148,148,0.9449236894492368,0.0888594164456233,6.0,225,40
