,sensitivity,specificity,inv_frac,delay_samples,decay_part
319,0.86,0.9794639285238032,6.5,100,910
320,0.826,0.9846646219495933,7.0,100,910
321,0.78,0.9891985598079744,7.5,100,910
322,0.746,0.9921322843045739,8.0,100,910
323,0.0,1.0,0.0,125,910
324,0.986,0.25656754233897855,0.5,125,910
325,1.0,0.005600746766235498,1.0,125,910
326,1.0,0.0821442859047873,1.5,125,910
327,1.0,0.32017602346979596,2.0,125,910
328,1.0,0.559274569942659,2.5,125,910
329,1.0,0.7227630350713429,3.0,125,910
330,1.0,0.8223763168422457,3.5,125,910
331,1.0,0.8821176156820909,4.0,125,910
332,0.994,0.9234564608614482,4.5,125,910
333,0.988,0.9474596612881717,5.0,125,910
334,0.968,0.9638618482464328,5.5,125,910
335,0.944,0.9745299373249766,6.0,125,910
336,0.914,0.9799973329777304,6.5,125,910
337,0.88,0.9850646752900387,7.0,125,910
338,0.848,0.9882651020136018,7.5,125,910
339,0.798,0.9902653687158288,8.0,125,910
340,0.0,1.0,0.0,150,910
341,0.954,0.24229897319642618,0.5,150,910
342,1.0,0.0040005334044539275,1.0,150,910
343,1.0,0.07507667689025203,1.5,150,910
344,1.0,0.3141752233631151,2.0,150,910
345,1.0,0.5542072276303507,2.5,150,910
346,1.0,0.7286304840645419,3.0,150,910
347,1.0,0.8293105747432991,3.5,150,910
348,1.0,0.8865182024269903,4.0,150,910
349,0.992,0.926923589811975,4.5,150,910
350,0.988,0.9514601946926257,5.0,150,910
351,0.978,0.9687958394452594,5.5,150,910
352,0.966,0.9774636618215762,6.0,150,910
353,0.95,0.9835978130417389,6.5,150,910
354,0.926,0.9881317509001201,7.0,150,910
355,0.882,0.9915988798506468,7.5,150,910
356,0.864,0.9935991465528737,8.0,150,910
357,0.0,1.0,0.0,0,915
358,0.0,1.0,0.5,0,915
359,0.0,1.0,1.0,0,915
360,0.0,1.0,1.5,0,915
361,0.0,1.0,2.0,0,915
362,0.0,1.0,2.5,0,915
363,0.0,1.0,3.0,0,915
364,0.0,1.0,3.5,0,915
365,0.0,1.0,4.0,0,915
366,0.0,1.0,4.5,0,915
367,0.0,1.0,5.0,0,915
368,0.0,1.0,5.5,0,915
369,0.0,1.0,6.0,0,915
370,0.0,1.0,6.5,0,915
371,0.0,1.0,7.0,0,915
372,0.0,1.0,7.5,0,915
373,0.0,1.0,8.0,0,915
374,0.0,1.0,0.0,25,915
375,0.844,0.2541672222963062,0.5,25,915
376,1.0,0.0,1.0,25,915
377,1.0,0.022269635951460195,1.5,25,915
378,0.996,0.25336711561541536,2.0,25,915
379,0.934,0.5472729697292973,2.5,25,915
380,0.732,0.73516468862515,3.0,25,915
381,0.514,0.8401120149353247,3.5,25,915
382,0.378,0.9017202293639152,4.0,25,915
383,0.27,0.9387918389118549,4.5,25,915
384,0.204,0.9603947192959061,5.0,25,915
385,0.156,0.9745299373249766,5.5,25,915
386,0.11,0.9818642485664756,6.0,25,915
387,0.08,0.9879983997866382,6.5,25,915
388,0.062,0.990798773169756,7.0,25,915
389,0.04,0.9935991465528737,7.5,25,915
390,0.034,0.9953327110281371,8.0,25,915
391,0.0,1.0,0.0,50,915
392,0.964,0.22336311508201093,0.5,50,915
393,1.0,0.00013335111348179759,1.0,50,915
394,1.0,0.01800240032004267,1.5,50,915
395,1.0,0.22189625283371117,2.0,50,915
396,1.0,0.5067342312308307,2.5,50,915
397,0.998,0.7052940392052274,3.0,50,915
398,0.97,0.8130417388985198,3.5,50,915
399,0.886,0.8857180957460995,4.0,50,915
400,0.748,0.9285238031737565,4.5,50,915
401,0.598,0.9533271102813708,5.0,50,915
402,0.492,0.9690625416722229,5.5,50,915
403,0.398,0.9778637151620216,6.0,50,915
404,0.33,0.9862648353113749,6.5,50,915
405,0.276,0.9899986664888651,7.0,50,915
406,0.23,0.9926656887585011,7.5,50,915
407,0.17,0.9950660088011735,8.0,50,915
408,0.0,1.0,0.0,75,915
409,0.972,0.2089611948259768,0.5,75,915
410,1.0,0.00026670222696359517,1.0,75,915
411,1.0,0.02653687158287772,1.5,75,915
412,1.0,0.2414988665155354,2.0,75,915
413,1.0,0.5223363115082011,2.5,75,915
414,1.0,0.7135618082410988,3.0,75,915
415,0.986,0.8309107881050807,3.5,75,915
416,0.954,0.8931857581010801,4.0,75,915
417,0.912,0.9319909321242832,4.5,75,915
418,0.86,0.9569275903453793,5.0,75,915
419,0.824,0.9698626483531138,5.5,75,915
420,0.766,0.9774636618215762,6.0,75,915
421,0.678,0.9854647286304841,6.5,75,915
422,0.594,0.9893319109214562,7.0,75,915
423,0.522,0.9922656354180558,7.5,75,915
424,0.466,0.9942659021202827,8.0,75,915
425,0.0,1.0,0.0,100,915
426,0.988,0.2253633817842379,0.5,100,915
427,1.0,0.0013335111348179757,1.0,100,915
428,1.0,0.051873583144419255,1.5,100,915
429,1.0,0.2857714361914922,2.0,100,915
430,1.0,0.5608747833044406,2.5,100,915
431,1.0,0.7322309641285505,3.0,100,915
432,1.0,0.8299773303107081,3.5,100,915
433,1.0,0.8959861314841979,4.0,100,915
434,0.988,0.9295906120816109,4.5,100,915
435,0.97,0.9511934924656621,5.0,100,915
436,0.936,0.9649286571542872,5.5,100,915
437,0.906,0.9751966928923856,6.0,100,915
438,0.858,0.9822643019069209,6.5,100,915
439,0.818,0.987464995332711,7.0,100,915
440,0.774,0.9911988265102014,7.5,100,915
441,0.74,0.9939991998933191,8.0,100,915
442,0.0,1.0,0.0,125,915
443,0.984,0.2681690892118949,0.5,125,915
444,1.0,0.005734097879717296,1.0,125,915
445,1.0,0.08561141485531404,1.5,125,915
446,1.0,0.3331110814775303,2.0,125,915
447,1.0,0.5774103213761835,2.5,125,915
448,1.0,0.737164955327377,3.0,125,915
449,1.0,0.8331777570342712,3.5,125,915
450,1.0,0.8910521402853714,4.0,125,915
451,0.994,0.9321242832377651,4.5,125,915
452,0.986,0.954527270302707,5.0,125,915
453,0.964,0.9693292438991865,5.5,125,915
454,0.938,0.9781304173889852,6.0,125,915
455,0.912,0.9827977063608481,6.5,125,915
456,0.878,0.9870649419922657,7.0,125,915
457,0.842,0.9899986664888651,7.5,125,915
458,0.79,0.9918655820776103,8.0,125,915
459,0.0,1.0,0.0,150,915
460,0.954,0.25563408454460596,0.5,150,915
461,1.0,0.004533937858381117,1.0,150,915
462,1.0,0.08041072142952393,1.5,150,915
463,1.0,0.3292438991865582,2.0,150,915
464,1.0,0.5748766502200293,2.5,150,915
465,1.0,0.743032404320576,3.0,150,915
466,1.0,0.8419789305240699,3.5,150,915
467,1.0,0.8957194292572342,4.0,150,915
468,0.992,0.9366582210961462,4.5,150,915
469,0.988,0.9578610481397519,5.0,150,915
470,0.976,0.9730630750766769,5.5,150,915
471,0.966,0.9805307374316575,6.0,150,915
472,0.95,0.9859981330844113,6.5,150,915
473,0.918,0.990798773169756,7.0,150,915
474,0.88,0.9926656887585011,7.5,150,915
475,0.862,0.9949326576876917,8.0,150,915
476,0.0,1.0,0.0,0,920
477,0.0,1.0,0.5,0,920
478,0.0,1.0,1.0,0,920
479,0.0,1.0,1.5,0,920
480,0.0,1.0,2.0,0,920
481,0.0,1.0,2.5,0,920
482,0.0,1.0,3.0,0,920
483,0.0,1.0,3.5,0,920
484,0.0,1.0,4.0,0,920
485,0.0,1.0,4.5,0,920
486,0.0,1.0,5.0,0,920
487,0.0,1.0,5.5,0,920
488,0.0,1.0,6.0,0,920
489,0.0,1.0,6.5,0,920
490,0.0,1.0,7.0,0,920
491,0.0,1.0,7.5,0,920
492,0.0,1.0,8.0,0,920
493,0.0,1.0,0.0,25,920
494,0.84,0.2737698359781304,0.5,25,920
495,1.0,0.0,1.0,25,920
496,1.0,0.025070009334577942,1.5,25,920
497,0.996,0.27270302707027605,2.0,25,920
498,0.926,0.5726096812908388,2.5,25,920
499,0.72,0.7581010801440192,3.0,25,920
500,0.504,0.8566475530070676,3.5,25,920
501,0.348,0.9139885318042406,4.0,25,920
502,0.26,0.946659554607281,4.5,25,920
503,0.194,0.9669289238565142,5.0,25,920
504,0.142,0.9790638751833578,5.5,25,920
505,0.098,0.9865315375383384,6.0,25,920
506,0.074,0.9899986664888651,6.5,25,920
507,0.058,0.9925323376450194,7.0,25,920
508,0.036,0.9949326576876917,7.5,25,920
509,0.032,0.9958661154820643,8.0,25,920
510,0.0,1.0,0.0,50,920
511,0.962,0.2354980664088545,0.5,50,920
512,1.0,0.00013335111348179759,1.0,50,920
513,1.0,0.020402720362715027,1.5,50,920
514,1.0,0.23763168422456327,2.0,50,920
515,1.0,0.5298039738631818,2.5,50,920
516,0.996,0.7240965462061608,3.0,50,920
517,0.964,0.8301106814241899,3.5,50,920
518,0.882,0.8974529937324977,4.0,50,920
519,0.732,0.9385251366848913,4.5,50,920
520,0.576,0.9599946659554607,5.0,50,920
521,0.476,0.9741298839845313,5.5,50,920
522,0.384,0.9826643552473663,6.0,50,920
523,0.322,0.9879983997866382,6.5,50,920
524,0.266,0.9917322309641285,7.0,50,920
525,0.21,0.9946659554607281,7.5,50,920
526,0.16,0.9959994665955461,8.0,50,920
527,0.0,1.0,0.0,75,920
528,0.968,0.22349646619549274,0.5,75,920
529,1.0,0.00026670222696359517,1.0,75,920
530,1.0,0.028670489398586477,1.5,75,920
531,1.0,0.2564341912254967,2.0,75,920
532,1.0,0.5411388185091346,2.5,75,920
533,1.0,0.7347646352847046,3.0,75,920
534,0.984,0.8437124949993332,3.5,75,920
535,0.952,0.9058541138818509,4.0,75,920
536,0.908,0.9411921589545272,4.5,75,920
537,0.858,0.9626616882250967,5.0,75,920
538,0.818,0.9739965328710495,5.5,75,920
539,0.756,0.9821309507934392,6.0,75,920
540,0.67,0.9885318042405654,6.5,75,920
541,0.588,0.9910654753967195,7.0,75,920
542,0.518,0.9937324976663555,7.5,75,920
543,0.456,0.9959994665955461,8.0,75,920
544,0.0,1.0,0.0,100,920
545,0.986,0.23789838645152686,0.5,100,920
546,1.0,0.0013335111348179757,1.0,100,920
547,1.0,0.0548073076410188,1.5,100,920
548,1.0,0.3017735698093079,2.0,100,920
549,1.0,0.5783437791705561,2.5,100,920
550,1.0,0.7482330977463661,3.0,100,920
551,1.0,0.8433124416588879,3.5,100,920
552,1.0,0.9046539538605147,4.0,100,920
553,0.986,0.9371916255500733,4.5,100,920
554,0.968,0.9561274836644886,5.0,100,920
555,0.932,0.9695959461261502,5.5,100,920
556,0.902,0.9790638751833578,6.0,100,920
557,0.852,0.9857314308574476,6.5,100,920
558,0.816,0.9901320176023469,7.0,100,920
559,0.772,0.9930657420989465,7.5,100,920
560,0.734,0.9951993599146552,8.0,100,920
561,0.0,1.0,0.0,125,920
562,0.982,0.2811041472196293,0.5,125,920
563,1.0,0.006534204560608081,1.0,125,920
564,1.0,0.08921189491932258,1.5,125,920
565,1.0,0.3464461928257101,2.0,125,920
566,1.0,0.5931457527670356,2.5,125,920
567,1.0,0.7527670356047473,3.0,125,920
568,1.0,0.8470462728363782,3.5,125,920
