,sensitivity,specificity,inv_frac,delay_samples,window_width
725,0.0,1.0,5.5,0,140
726,0.0,1.0,6.0,0,140
727,0.0,1.0,6.5,0,140
728,0.0,1.0,7.0,0,140
729,0.0,1.0,7.5,0,140
730,0.0,1.0,8.0,0,140
731,0.0,1.0,0.0,25,140
732,0.0,1.0,0.5,25,140
733,1.0,0.0,1.0,25,140
734,0.848,1.0,1.5,25,140
735,0.002,1.0,2.0,25,140
736,0.002,1.0,2.5,25,140
737,0.002,1.0,3.0,25,140
738,0.002,1.0,3.5,25,140
739,0.002,1.0,4.0,25,140
740,0.002,1.0,4.5,25,140
741,0.002,1.0,5.0,25,140
742,0.002,1.0,5.5,25,140
743,0.002,1.0,6.0,25,140
744,0.002,1.0,6.5,25,140
745,0.002,1.0,7.0,25,140
746,0.002,1.0,7.5,25,140
747,0.002,1.0,8.0,25,140
748,0.0,1.0,0.0,50,140
749,0.254,1.0,0.5,50,140
750,1.0,0.0,1.0,50,140
751,1.0,0.905811623246493,1.5,50,140
752,0.884,1.0,2.0,50,140
753,0.368,1.0,2.5,50,140
754,0.006,1.0,3.0,50,140
755,0.002,1.0,3.5,50,140
756,0.002,1.0,4.0,50,140
757,0.002,1.0,4.5,50,140
758,0.002,1.0,5.0,50,140
759,0.002,1.0,5.5,50,140
760,0.002,1.0,6.0,50,140
761,0.002,1.0,6.5,50,140
762,0.002,1.0,7.0,50,140
763,0.002,1.0,7.5,50,140
764,0.002,1.0,8.0,50,140
765,0.0,1.0,0.0,75,140
766,0.664,0.9979959919839679,0.5,75,140
767,1.0,0.0,1.0,75,140
768,1.0,0.6052104208416834,1.5,75,140
769,0.992,0.9939879759519038,2.0,75,140
770,0.882,0.9979959919839679,2.5,75,140
771,0.746,1.0,3.0,75,140
772,0.48,1.0,3.5,75,140
773,0.116,1.0,4.0,75,140
774,0.014,1.0,4.5,75,140
775,0.002,1.0,5.0,75,140
776,0.002,1.0,5.5,75,140
777,0.002,1.0,6.0,75,140
778,0.002,1.0,6.5,75,140
779,0.002,1.0,7.0,75,140
780,0.002,1.0,7.5,75,140
781,0.002,1.0,8.0,75,140
782,0.0,1.0,0.0,100,140
783,0.788,0.9679358717434869,0.5,100,140
784,1.0,0.0,1.0,100,140
785,1.0,0.3587174348697395,1.5,100,140
786,1.0,0.9739478957915831,2.0,100,140
787,0.998,0.9939879759519038,2.5,100,140
788,0.888,0.9979959919839679,3.0,100,140
789,0.784,1.0,3.5,100,140
790,0.696,1.0,4.0,100,140
791,0.554,1.0,4.5,100,140
792,0.322,1.0,5.0,100,140
793,0.166,1.0,5.5,100,140
794,0.058,1.0,6.0,100,140
