,sensitivity,specificity,inv_frac,delay_samples,decay_part
544,0.0,1.0,0.0,100,100
545,1.0,0.0,0.5,100,100
546,1.0,0.0,1.0,100,100
547,1.0,0.0,1.5,100,100
548,1.0,0.0,2.0,100,100
549,1.0,0.0,2.5,100,100
550,0.998,0.0,3.0,100,100
551,0.984,0.0,3.5,100,100
552,0.916,0.004008016032064128,4.0,100,100
553,0.828,0.026052104208416832,4.5,100,100
554,0.694,0.050100200400801605,5.0,100,100
555,0.56,0.08817635270541083,5.5,100,100
556,0.44,0.1402805611222445,6.0,100,100
557,0.354,0.18036072144288579,6.5,100,100
558,0.264,0.23046092184368738,7.0,100,100
559,0.202,0.28857715430861725,7.5,100,100
560,0.162,0.33266533066132264,8.0,100,100
561,0.0,1.0,0.0,125,100
562,1.0,0.0,0.5,125,100
563,1.0,0.0,1.0,125,100
564,1.0,0.0,1.5,125,100
565,1.0,0.0,2.0,125,100
566,1.0,0.0,2.5,125,100
567,0.996,0.0,3.0,125,100
568,0.958,0.006012024048096192,3.5,125,100
569,0.854,0.03006012024048096,4.0,125,100
570,0.734,0.06813627254509018,4.5,125,100
571,0.608,0.11422845691382766,5.0,125,100
572,0.488,0.16633266533066132,5.5,125,100
573,0.382,0.22645290581162325,6.0,125,100
574,0.284,0.2925851703406814,6.5,125,100
575,0.242,0.35470941883767537,7.0,125,100
576,0.188,0.42084168336673344,7.5,125,100
577,0.15,0.46092184368737477,8.0,125,100
578,0.0,1.0,0.0,150,100
579,1.0,0.0,0.5,150,100
580,1.0,0.0,1.0,150,100
581,1.0,0.0,1.5,150,100
582,1.0,0.0,2.0,150,100
583,1.0,0.0,2.5,150,100
584,1.0,0.0,3.0,150,100
585,0.986,0.0,3.5,150,100
586,0.954,0.006012024048096192,4.0,150,100
587,0.846,0.026052104208416832,4.5,150,100
588,0.72,0.04809619238476954,5.0,150,100
589,0.588,0.0781563126252505,5.5,150,100
590,0.468,0.12625250501002003,6.0,150,100
591,0.364,0.1743486973947896,6.5,150,100
592,0.29,0.21442885771543085,7.0,150,100
593,0.218,0.2685370741482966,7.5,150,100
594,0.176,0.3346693386773547,8.0,150,100
595,0.0,1.0,0.0,0,120
596,0.0,1.0,0.5,0,120
597,0.0,1.0,1.0,0,120
598,0.0,1.0,1.5,0,120
599,0.0,1.0,2.0,0,120
600,0.0,1.0,2.5,0,120
601,0.0,1.0,3.0,0,120
602,0.0,1.0,3.5,0,120
603,0.0,1.0,4.0,0,120
604,0.0,1.0,4.5,0,120
605,0.0,1.0,5.0,0,120
606,0.0,1.0,5.5,0,120
607,0.0,1.0,6.0,0,120
608,0.0,1.0,6.5,0,120
609,0.0,1.0,7.0,0,120
610,0.0,1.0,7.5,0,120
611,0.0,1.0,8.0,0,120
612,0.0,1.0,0.0,25,120
613,1.0,0.0,0.5,25,120
614,1.0,0.0,1.0,25,120
615,1.0,0.0,1.5,25,120
616,1.0,0.0,2.0,25,120
617,1.0,0.0,2.5,25,120
618,0.998,0.0,3.0,25,120
619,0.976,0.0,3.5,25,120
620,0.916,0.002004008016032064,4.0,25,120
621,0.812,0.012024048096192385,4.5,25,120
622,0.662,0.03206412825651302,5.0,25,120
623,0.51,0.0781563126252505,5.5,25,120
624,0.372,0.11823647294589178,6.0,25,120
625,0.284,0.1843687374749499,6.5,25,120
626,0.228,0.22444889779559118,7.0,25,120
627,0.176,0.2785571142284569,7.5,25,120
628,0.138,0.33867735470941884,8.0,25,120
629,0.0,1.0,0.0,50,120
630,1.0,0.0,0.5,50,120
631,1.0,0.0,1.0,50,120
632,1.0,0.0,1.5,50,120
633,1.0,0.0,2.0,50,120
634,1.0,0.0,2.5,50,120
635,1.0,0.0,3.0,50,120
636,0.974,0.0,3.5,50,120
637,0.9,0.0,4.0,50,120
638,0.798,0.012024048096192385,4.5,50,120
639,0.646,0.04408817635270541,5.0,50,120
640,0.49,0.08016032064128256,5.5,50,120
641,0.376,0.11823647294589178,6.0,50,120
642,0.28,0.16432865731462926,6.5,50,120
643,0.222,0.22444889779559118,7.0,50,120
644,0.17,0.2725450901803607,7.5,50,120
645,0.134,0.3466933867735471,8.0,50,120
646,0.0,1.0,0.0,75,120
647,1.0,0.0,0.5,75,120
648,1.0,0.0,1.0,75,120
649,1.0,0.0,1.5,75,120
650,1.0,0.0,2.0,75,120
651,1.0,0.0,2.5,75,120
652,0.996,0.0,3.0,75,120
653,0.964,0.002004008016032064,3.5,75,120
654,0.904,0.006012024048096192,4.0,75,120
655,0.796,0.022044088176352707,4.5,75,120
656,0.662,0.050100200400801605,5.0,75,120
657,0.528,0.10020040080160321,5.5,75,120
658,0.424,0.1402805611222445,6.0,75,120
659,0.326,0.17835671342685372,6.5,75,120
660,0.262,0.22645290581162325,7.0,75,120
661,0.194,0.280561122244489,7.5,75,120
662,0.152,0.32064128256513025,8.0,75,120
663,0.0,1.0,0.0,100,120
664,1.0,0.0,0.5,100,120
665,1.0,0.0,1.0,100,120
666,1.0,0.0,1.5,100,120
667,1.0,0.0,2.0,100,120
668,1.0,0.0,2.5,100,120
669,0.998,0.0,3.0,100,120
670,0.984,0.0,3.5,100,120
671,0.916,0.004008016032064128,4.0,100,120
672,0.828,0.026052104208416832,4.5,100,120
673,0.692,0.050100200400801605,5.0,100,120
674,0.56,0.08817635270541083,5.5,100,120
675,0.438,0.1402805611222445,6.0,100,120
676,0.352,0.18036072144288579,6.5,100,120
677,0.264,0.23446893787575152,7.0,100,120
678,0.202,0.28857715430861725,7.5,100,120
679,0.162,0.3366733466933868,8.0,100,120
680,0.0,1.0,0.0,125,120
681,1.0,0.0,0.5,125,120
682,1.0,0.0,1.0,125,120
683,1.0,0.0,1.5,125,120
684,1.0,0.0,2.0,125,120
685,1.0,0.0,2.5,125,120
686,0.996,0.0,3.0,125,120
